,host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
4480,2014.0,0,1.0,1,1,South Lamar,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,17,350.0,1,0.0,1,1,2,6,36,311,0,0,flexible
4481,2015.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,16,125.0,2,25.0,2,1,28,58,88,363,4,0,strict
4482,2014.0,0,2.0,1,1,Bouldin Creek,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,16,119.0,3,25.0,2,1,24,54,81,347,33,0,moderate
4483,2015.0,0,1.0,1,0,Zilker,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,15,350.0,1,0.0,1,1,0,0,0,221,0,0,flexible
4484,2013.0,0,4.0,1,0,Zilker,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,99.0,1,0.0,2,1,21,51,76,265,130,1,strict
4485,2012.0,0,2.0,1,0,Bouldin Creek,House,Entire home/apt,6,1.0,2.0,6.0,Real Bed,19,185.0,2,50.0,2,1,25,52,82,357,55,0,strict
4486,2011.0,0,1.0,1,1,Zilker,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,14,695.0,1,0.0,2,1,30,60,90,365,13,0,strict
4487,2014.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,13,480.0,1,0.0,2,1,0,0,0,12,0,0,flexible
4488,2015.0,0,1.0,1,1,Zilker,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,15,300.0,1,0.0,2,1,30,60,90,365,2,1,flexible
4489,2012.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,8,2.0,3.0,2.0,Real Bed,11,1000.0,1,0.0,4,1,30,60,90,365,3,0,moderate
4491,2015.0,0,1.0,1,0,Barton Hills,House,Private room,4,1.0,1.0,2.0,Real Bed,14,75.0,1,0.0,3,1,10,23,53,53,3,0,moderate
4492,2015.0,0,1.0,1,1,Barton Hills,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,14,115.0,0,0.0,1,1,0,7,37,37,14,1,moderate
4493,2015.0,0,1.0,1,0,South First,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,11,100.0,1,25.0,1,1,0,0,0,11,0,0,flexible
4494,2014.0,1,1.0,1,1,Galindo,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,16,150.0,4,25.0,2,1,22,38,68,343,20,0,strict
4495,2014.0,0,6.0,1,1,Travis Heights,House,Entire home/apt,8,2.0,3.0,6.0,Real Bed,13,299.0,6,50.0,1,1,23,29,59,334,0,0,strict
4496,2014.0,0,1.0,1,0,South Congress,Apartment,Entire home/apt,7,2.0,2.0,3.0,Real Bed,17,500.0,1,0.0,1,1,30,60,90,365,0,0,moderate
4497,2014.0,0,1.0,1,0,Dawson,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,13,215.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4498,2014.0,0,2.0,1,1,St. Edwards,House,Entire home/apt,9,3.0,4.0,6.0,Real Bed,15,600.0,1,0.0,3,1,30,60,90,359,4,0,strict
4499,2015.0,0,1.0,1,1,St. Edwards,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,120.0,1,0.0,1,1,0,0,0,48,0,0,flexible
4500,2013.0,1,1.0,1,1,South Congress,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,20,275.0,1,25.0,1,1,15,28,40,288,56,0,strict
4501,2012.0,0,1.0,1,0,Zilker,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,17,400.0,4,50.0,2,1,30,60,90,365,4,0,strict
4503,2015.0,0,2.0,1,0,Bouldin Creek,House,Private room,4,1.0,1.0,1.0,Real Bed,15,99.0,1,0.0,1,1,30,57,57,78,1,0,flexible
4504,2015.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,6,2.5,2.0,3.0,Real Bed,16,199.0,1,0.0,2,1,0,0,0,85,3,1,flexible
4505,2013.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,10,3.0,4.0,5.0,Real Bed,15,1500.0,1,0.0,1,1,0,0,0,215,1,0,strict
4506,2013.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,16,950.0,1,0.0,3,1,30,60,90,362,6,0,flexible
4507,2015.0,0,1.0,1,0,Barton Hills,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,10,150.0,1,0.0,2,1,24,54,84,359,10,0,moderate
4510,2010.0,1,2.0,1,1,Zilker,House,Entire home/apt,6,1.0,1.0,3.0,Futon,10,99.0,2,10.0,1,1,20,45,69,332,314,0,strict
4511,2014.0,0,2.0,1,0,South Lamar,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,16,565.0,1,0.0,1,1,23,53,83,358,0,0,flexible
4512,2015.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,17,499.0,1,0.0,1,1,0,0,0,231,0,0,flexible
4513,2014.0,0,1.0,1,1,St. Edwards,Apartment,Shared room,2,1.0,1.0,1.0,Airbed,17,100.0,2,50.0,1,1,30,60,90,365,3,0,flexible
4514,2010.0,1,2.0,1,1,Travis Heights,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,11,350.0,4,50.0,1,1,30,60,90,365,2,0,no_refunds
4516,2013.0,0,1.0,1,1,South First,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,17,118.0,2,25.0,2,1,0,14,14,118,18,0,strict
4517,2011.0,0,2.0,1,1,Dawson,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,15,86.0,2,20.0,1,1,29,59,89,273,33,0,strict
4518,2012.0,0,1.0,1,0,Dawson,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,11,500.0,1,0.0,1,1,0,0,0,213,0,0,flexible
4519,2014.0,0,1.0,1,0,Bouldin Creek,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,160.0,1,0.0,2,1,22,52,82,357,27,0,strict
4520,2010.0,1,6.0,1,1,Travis Heights,House,Entire home/apt,12,2.0,3.0,6.0,Real Bed,17,600.0,4,25.0,1,1,0,0,0,238,38,0,strict
4521,2015.0,0,1.0,1,0,South Congress,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,125.0,1,0.0,1,1,15,42,72,343,9,0,strict
4522,2012.0,0,1.0,1,1,Dawson,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,18,275.0,1,0.0,3,1,19,38,68,329,49,0,strict
4523,2012.0,0,2.0,1,1,South Congress,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,21,113.0,3,50.0,2,1,19,37,67,336,62,1,strict
4524,2011.0,1,2.0,1,1,Zilker,House,Private room,2,2.0,1.0,1.0,Real Bed,20,96.0,2,0.0,2,1,10,21,32,301,14,0,strict
4526,2013.0,0,1.0,1,0,Zilker,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,15,275.0,1,0.0,2,1,11,30,60,70,1,0,flexible
4527,2014.0,0,1.0,1,1,South Lamar,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,24,44.0,1,10.0,1,1,5,22,52,327,1,0,moderate
4528,2011.0,0,2.0,1,0,Zilker,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,10,125.0,2,10.0,2,1,21,51,81,356,144,0,strict
4529,2012.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,300.0,2,50.0,2,1,28,58,88,363,6,0,strict
4530,2011.0,0,7.0,1,1,Bouldin Creek,House,Entire home/apt,8,1.0,3.0,4.0,Real Bed,17,125.0,2,25.0,2,1,19,49,76,348,182,1,flexible
4531,2010.0,0,1.0,1,1,Zilker,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,15,200.0,1,0.0,1,1,1,1,1,9,1,0,flexible
4532,2011.0,0,1.0,1,1,South Congress,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,17,250.0,1,0.0,1,1,0,0,0,224,0,0,moderate
4533,2015.0,0,1.0,1,0,South Congress,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,16,99.0,1,0.0,1,1,0,0,0,0,0,0,flexible
4534,2012.0,1,1.0,1,0,South First,House,Private room,2,1.0,1.0,1.0,Real Bed,15,120.0,1,0.0,1,1,11,25,55,299,20,0,strict
4535,2011.0,1,2.0,1,1,South First,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,22,99.0,1,0.0,1,1,5,31,61,320,152,1,strict
4536,2012.0,0,2.0,1,0,Dawson,Loft,Entire home/apt,5,1.0,0.0,2.0,Real Bed,11,135.0,3,25.0,2,1,7,32,62,333,5,0,strict
4537,2012.0,0,11.0,1,1,East Riverside,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,22,85.0,2,25.0,1,1,10,32,62,62,40,0,moderate
4538,2013.0,0,1.0,1,0,Zilker,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,10,225.0,4,50.0,3,1,24,54,84,359,5,0,strict
4540,2015.0,0,1.0,1,0,Barton Hills,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,13,300.0,1,0.0,2,1,3,8,8,105,2,0,moderate
4541,2013.0,0,1.0,1,0,South Congress,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,199.0,1,0.0,7,1,30,60,90,365,0,0,flexible
4542,2014.0,0,8.0,1,1,Bouldin Creek,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,17,225.0,2,50.0,1,1,30,60,90,365,18,0,strict
4543,2014.0,0,1.0,1,0,Barton Hills,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,13,650.0,1,0.0,1,1,30,60,90,365,1,0,flexible
4544,2012.0,0,1.0,1,0,South Congress,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,13,900.0,6,50.0,4,1,30,60,90,364,4,0,strict
4546,2011.0,0,1.0,1,1,Galindo,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,15,159.0,2,39.0,2,1,29,59,89,364,4,0,moderate
4548,2014.0,0,1.0,1,1,Zilker,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,21,700.0,1,0.0,1,1,28,58,88,363,1,0,moderate
4549,2014.0,0,1.0,1,1,Bouldin Creek,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,13,150.0,1,0.0,1,1,0,0,0,103,1,1,flexible
4550,2015.0,0,2.0,1,1,Barton Hills,House,Entire home/apt,10,1.5,4.0,3.0,Real Bed,16,335.0,1,0.0,1,1,30,60,90,298,1,0,strict
4551,2012.0,0,1.0,1,1,Dawson,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,7,300.0,3,50.0,1,1,30,60,90,365,0,0,moderate
4553,2015.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,13,345.0,4,100.0,2,1,7,24,54,126,0,0,moderate
4555,2014.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,12,205.0,5,20.0,2,1,0,0,0,23,0,0,moderate
4556,2013.0,0,1.0,1,1,Dawson,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,12,500.0,1,0.0,3,1,30,60,90,365,0,0,strict
4557,2015.0,0,1.0,1,1,South Lamar,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,210.0,4,10.0,2,1,2,2,2,20,0,0,flexible
4558,2013.0,0,1.0,1,1,South First,House,Entire home/apt,6,2.5,2.0,2.0,Real Bed,16,450.0,1,0.0,2,1,30,60,90,365,10,0,moderate
4559,2014.0,0,1.0,1,1,Barton Hills,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,9,250.0,1,0.0,3,1,0,0,0,35,2,0,strict
4560,2012.0,0,4.0,1,1,Dawson,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,15,165.0,7,25.0,3,1,23,46,76,351,49,0,strict
4561,2013.0,1,1.0,1,1,South Congress,Apartment,Entire home/apt,14,2.0,2.0,8.0,Real Bed,26,700.0,1,0.0,1,1,29,59,89,358,44,1,strict
4562,2013.0,0,2.0,1,1,Zilker,House,Entire home/apt,8,3.5,4.0,6.0,Real Bed,13,2500.0,1,0.0,3,1,30,60,90,365,1,0,strict
4563,2015.0,0,301.0,1,1,South Lamar,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,14,399.0,1,0.0,2,1,28,54,84,359,0,0,strict
4564,2013.0,0,1.0,1,0,Travis Heights,Camper/RV,Entire home/apt,2,1.0,1.0,3.0,Real Bed,3,200.0,1,0.0,1,1,30,60,90,365,1,0,moderate
4565,2010.0,0,1.0,1,1,Barton Hills,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,9,395.0,1,0.0,3,1,0,0,0,14,1,1,moderate
4566,2015.0,0,1.0,1,0,South First,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,17,1200.0,1,0.0,3,1,0,0,0,221,0,0,flexible
4567,2015.0,0,2.0,1,1,South Lamar,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,19,100.0,1,0.0,1,1,12,12,12,12,2,0,flexible
4568,2013.0,0,5.0,1,1,East Riverside,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,16,189.0,1,0.0,2,1,29,51,55,273,10,0,moderate
4569,2011.0,0,19.0,1,1,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,18,150.0,1,0.0,2,1,28,58,88,363,6,0,strict
4570,2015.0,0,1.0,1,0,South Lamar,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,17,125.0,1,0.0,1,1,10,40,70,345,0,1,flexible
4571,2014.0,1,2.0,1,1,Zilker,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,200.0,1,0.0,1,1,0,0,0,222,1,0,strict
4572,2012.0,0,1.0,0,0,Travis Heights,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,10,200.0,2,25.0,7,1,30,60,90,355,14,0,moderate
4574,2011.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,10,175.0,3,50.0,3,1,23,36,36,193,45,0,strict
4575,2012.0,0,1.0,1,0,Bouldin Creek,House,Entire home/apt,9,2.5,4.0,1.0,Real Bed,12,900.0,6,35.0,2,1,0,5,35,297,5,0,moderate
4576,2013.0,0,1.0,1,1,Zilker,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,11,200.0,1,0.0,1,1,0,0,0,158,3,0,strict
4577,2011.0,0,4.0,1,1,Travis Heights,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,20,189.0,3,0.0,2,1,29,51,51,116,18,0,strict
4578,2014.0,0,6.0,1,1,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,18,200.0,2,10.0,1,1,24,31,61,61,17,0,strict
4579,2014.0,0,1.0,1,0,Barton Hills,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,15,250.0,1,0.0,1,1,29,59,85,85,2,0,flexible
4580,2011.0,0,1.0,1,1,Barton Hills,Apartment,Entire home/apt,6,1.5,2.0,3.0,Real Bed,15,225.0,1,0.0,5,1,29,59,89,364,1,0,strict
4581,2015.0,0,301.0,1,1,Barton Hills,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,16,299.0,1,0.0,2,1,28,58,88,363,1,0,strict
4582,2015.0,0,301.0,1,1,Barton Hills,Apartment,Entire home/apt,6,1.5,2.0,2.0,Real Bed,15,199.0,1,0.0,2,1,29,59,89,364,2,0,strict
4583,2012.0,0,1.0,1,1,Bouldin Creek,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,20,395.0,1,0.0,1,1,0,0,0,149,11,0,strict
4584,2014.0,0,6.0,1,1,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,20,39.0,1,0.0,3,1,8,21,46,310,1,0,flexible
4585,2013.0,0,1.0,1,1,Galindo,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,13,600.0,1,0.0,2,1,10,40,70,345,0,0,flexible
4586,2011.0,0,1.0,1,0,Zilker,House,Entire home/apt,11,2.5,4.0,6.0,Real Bed,14,850.0,8,0.0,2,1,30,60,90,365,9,0,strict
4587,2015.0,1,1.0,1,1,Travis Heights,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,17,85.0,2,20.0,2,1,0,0,0,219,14,0,moderate
4588,2013.0,0,2.0,1,1,Zilker,House,Entire home/apt,6,2.5,2.0,3.0,Real Bed,17,385.0,1,0.0,2,1,30,60,90,365,3,0,strict
4589,2012.0,0,1.0,1,1,Bouldin Creek,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,11,195.0,1,0.0,1,1,28,33,63,338,7,0,moderate
4590,2014.0,0,1.0,1,0,East Riverside,Apartment,Entire home/apt,5,1.5,2.0,2.0,Real Bed,21,500.0,5,50.0,2,1,0,0,0,217,3,0,strict
4591,2014.0,0,1.0,1,0,Zilker,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,8,200.0,1,0.0,3,1,0,0,26,301,2,0,flexible
4592,2013.0,0,1.0,1,1,South First,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,11,300.0,1,0.0,3,1,0,0,0,189,2,0,strict
4593,2014.0,1,4.0,1,1,South Congress,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,20,145.0,4,20.0,2,1,2,2,2,2,10,0,moderate
4594,2014.0,0,2.0,1,0,South First,House,Private room,2,1.0,1.0,1.0,Real Bed,17,199.0,2,30.0,1,1,30,60,90,365,0,0,strict
4595,2014.0,1,2.0,1,1,Travis Heights,Condominium,Entire home/apt,5,1.0,1.0,3.0,Real Bed,14,109.0,3,0.0,1,1,14,37,63,324,31,1,moderate
4596,2015.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,8,4.0,4.0,4.0,Real Bed,18,1900.0,1,0.0,4,1,0,0,0,73,0,0,strict
4598,2014.0,0,26.0,1,0,Barton Hills,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,11,172.0,4,11.0,1,1,26,56,86,361,11,0,strict
4599,2011.0,1,4.0,1,0,St. Edwards,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,60.0,1,10.0,2,1,15,15,15,15,69,0,strict
4600,2010.0,0,2.0,1,1,South Lamar,House,Private room,2,1.0,1.0,1.0,Real Bed,13,125.0,1,50.0,1,1,30,60,90,365,4,0,flexible
4601,2013.0,0,1.0,1,0,Galindo,House,Private room,2,1.0,1.0,1.0,Real Bed,16,60.0,1,15.0,2,1,0,5,35,310,20,0,moderate
4603,2013.0,1,3.0,1,1,South First,House,Entire home/apt,6,1.5,2.0,2.0,Real Bed,16,180.0,4,25.0,2,1,16,30,30,140,3,0,strict
4604,2014.0,0,1.0,1,0,South Lamar,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,13,100.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4605,2015.0,0,1.0,1,1,South Congress,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,16,300.0,1,0.0,1,1,0,0,0,222,1,0,flexible
4606,2015.0,1,1.0,1,1,Dawson,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,16,85.0,1,0.0,3,1,3,19,35,118,25,0,strict
4607,2014.0,0,2.0,1,1,Barton Hills,House,Entire home/apt,6,4.0,4.0,4.0,Real Bed,11,1000.0,1,0.0,1,1,30,60,90,365,4,0,strict
4608,2011.0,0,1.0,1,0,Barton Hills,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,15,195.0,1,0.0,1,1,6,9,39,314,1,0,moderate
4609,2013.0,0,339.0,1,1,Travis Heights,House,Entire home/apt,8,1.0,3.0,5.0,Real Bed,11,172.0,1,0.0,2,1,20,50,78,340,37,0,strict
4610,2014.0,0,1.0,1,0,South Lamar,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,14,400.0,6,50.0,2,1,1,31,61,336,1,0,flexible
4611,2014.0,0,2.0,1,1,Barton Hills,House,Entire home/apt,6,4.0,3.0,6.0,Real Bed,14,1000.0,1,0.0,1,1,30,60,90,365,3,0,strict
4612,2014.0,0,1.0,1,1,South First,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,12,600.0,1,0.0,2,1,30,60,90,365,0,0,moderate
4613,2015.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,16,300.0,1,0.0,2,1,22,46,76,342,1,1,flexible
4614,2015.0,0,1.0,1,0,Galindo,House,Private room,2,1.0,1.0,1.0,Real Bed,11,175.0,1,0.0,2,1,0,0,0,45,1,0,flexible
4615,2014.0,0,1.0,1,1,Zilker,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,13,179.0,3,58.0,2,1,30,60,90,365,3,0,strict
4616,2015.0,0,1.0,1,1,Dawson,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,17,899.0,1,0.0,3,1,0,3,33,308,0,0,flexible
4617,2014.0,0,8.0,1,1,Travis Heights,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,14,125.0,1,0.0,1,1,0,26,56,331,5,0,moderate
4618,2012.0,0,1.0,1,0,Zilker,House,Private room,1,1.0,1.0,1.0,Real Bed,8,65.0,1,0.0,3,1,0,4,4,224,6,0,flexible
4619,2015.0,0,2.0,1,1,Zilker,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,12,190.0,1,0.0,3,1,0,0,0,232,1,0,strict
4620,2011.0,0,1.0,1,1,Barton Hills,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,13,373.0,1,0.0,3,1,23,53,83,358,9,0,strict
4622,2014.0,0,1.0,1,1,South First,House,Entire home/apt,8,2.5,4.0,3.0,Real Bed,9,411.0,1,0.0,2,1,0,0,0,0,4,0,flexible
4623,2014.0,0,8.0,1,1,Barton Hills,Townhouse,Entire home/apt,6,1.0,2.0,4.0,Real Bed,19,205.0,1,0.0,2,1,19,35,65,336,2,0,strict
4624,2011.0,1,7.0,1,1,Bouldin Creek,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,12,199.0,4,35.0,1,1,28,58,88,363,0,0,strict
4625,2014.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,9,200.0,1,0.0,1,1,24,24,24,24,0,0,flexible
4627,2013.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,8,300.0,1,0.0,2,1,0,0,0,0,2,0,moderate
4629,2014.0,1,1.0,1,1,Bouldin Creek,House,Private room,4,1.0,1.0,3.0,Real Bed,14,90.0,2,25.0,2,1,21,37,67,321,15,0,moderate
4630,2011.0,0,4.0,1,1,Barton Hills,House,Private room,2,1.0,1.0,1.0,Real Bed,19,100.0,2,0.0,3,1,9,14,44,319,28,0,strict
4631,2013.0,0,1.0,1,0,Travis Heights,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,16,85.0,1,0.0,1,1,17,17,17,24,4,1,moderate
4632,2014.0,0,1.0,1,0,Zilker,House,Entire home/apt,6,2.0,3.0,6.0,Real Bed,16,400.0,6,0.0,2,1,17,47,77,205,5,0,strict
4633,2013.0,0,1.0,1,0,Zilker,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,6,400.0,1,0.0,2,1,30,60,90,365,0,0,strict
4634,2011.0,1,2.0,1,0,South First,House,Private room,2,2.5,1.0,1.0,Real Bed,18,99.0,1,0.0,1,1,18,48,73,346,73,0,strict
4635,2011.0,0,19.0,1,1,Zilker,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,17,200.0,1,0.0,2,1,4,29,59,330,3,0,strict
4636,2010.0,0,1.0,1,1,Barton Hills,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,14,150.0,1,0.0,2,1,0,1,1,252,1,0,strict
4638,2011.0,0,1.0,1,0,South Congress,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,13,470.0,4,50.0,2,1,25,44,72,343,24,0,strict
4639,2014.0,0,6.0,1,1,Travis Heights,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,16,150.0,1,0.0,4,1,28,58,88,178,1,0,strict
4640,2011.0,1,2.0,1,0,Galindo,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,6,148.0,1,0.0,3,1,19,39,69,344,80,0,strict
4641,2013.0,0,1.0,1,1,South Congress,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,23,900.0,1,0.0,1,1,20,50,80,350,0,0,flexible
4643,2012.0,0,1.0,1,0,Travis Heights,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,9,545.0,4,0.0,2,1,30,60,90,365,0,0,strict
4644,2010.0,1,2.0,1,1,Bouldin Creek,Loft,Entire home/apt,4,1.0,1.0,3.0,Real Bed,12,135.0,2,25.0,2,1,19,34,64,273,154,1,strict
4645,2014.0,1,1.0,1,1,Dawson,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,18,55.0,2,0.0,1,1,28,58,88,88,57,0,moderate
4646,2015.0,0,2.0,1,1,South First,House,Private room,2,1.0,1.0,1.0,Real Bed,7,125.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4647,2012.0,0,1.0,1,0,Zilker,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,11,250.0,1,0.0,2,1,0,0,0,26,3,0,moderate
4648,2012.0,0,1.0,1,1,South Congress,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,18,650.0,1,0.0,1,1,0,0,0,47,0,0,strict
4649,2014.0,0,2.0,1,1,St. Edwards,Villa,Entire home/apt,4,1.0,2.0,4.0,Real Bed,12,240.0,4,0.0,2,1,17,35,57,131,6,0,strict
4651,2014.0,0,6.0,1,1,Zilker,House,Entire home/apt,10,2.0,3.0,5.0,Real Bed,17,300.0,6,25.0,1,1,28,58,88,363,0,0,strict
4652,2013.0,0,1.0,1,1,Dawson,Apartment,Entire home/apt,1,1.0,1.0,1.0,Couch,13,125.0,0,15.0,1,1,28,58,88,363,1,0,strict
4653,2011.0,0,2.0,1,0,Zilker,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,89.0,1,10.0,2,1,9,15,15,15,271,0,strict
4654,2012.0,1,4.0,1,1,South First,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,195.0,1,0.0,2,1,0,0,0,39,1,0,strict
4656,2012.0,0,3.0,1,1,South First,House,Entire home/apt,2,1.0,1.0,1.0,Airbed,10,100.0,1,0.0,2,1,29,56,56,190,1,0,strict
4657,2010.0,0,2.0,1,1,Zilker,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,85.0,2,0.0,2,1,23,28,58,292,70,0,moderate
4658,2013.0,1,2.0,1,1,St. Edwards,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,14,99.0,2,20.0,2,1,7,37,67,342,14,0,strict
4659,2014.0,0,4.0,1,1,Dawson,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,18,99.0,4,0.0,1,1,12,35,64,327,89,0,strict
4660,2015.0,0,1.0,1,1,Zilker,Townhouse,Private room,4,1.0,1.0,1.0,Real Bed,13,150.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4661,2013.0,0,1.0,1,1,Dawson,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,5,100.0,1,0.0,1,1,28,58,88,363,58,0,strict
